image;mask_path;overlay_path;pixels_total;pixels_desmatado;percentual;error
C:\Users\ferna\OneDrive\Área de Trabalho\Projeto APS\Projeto 2025-2\imagens\Treinamento\imagem 1.jpg;;;;;0,0000;Falha ao carregar.
