image;mask_path;overlay_path;pixels_total;pixels_desmatado;percentual;error
c:\Users\bruno\OneDrive\Documentos\Projeto 2025-2\Projeto 2025-2\imagens\Treinamento\artigoMaioJanaina.png;resultados\artigoMaioJanaina_mask.png;resultados\artigoMaioJanaina_overlay.png;547822;175790;32,0889;
